,iteration,error,fairness_violation
0,0,0.11347962382445141,0.02127645332946597
1,1,0.4090909090909091,0.010638226664732986
2,2,0.5076280041797284,0.007092151109821991
3,3,0.5568965517241379,0.005319113332366493
4,4,0.5864576802507836,0.004255290665893252
5,5,0.6061650992685474,0.0035460755549110478
6,6,0.6157635467980297,0.004066151053511555
7,7,0.5927899686520376,0.013285721058914107
8,8,0.539254615116684,0.01472585717278317
9,9,0.49849529780564256,0.014181885116969193
10,10,0.46685665431746937,0.013384545484970582
11,11,0.4417450365726227,0.012578416388699852
12,12,0.42093079334458644,0.011819074286861759
13,13,0.40367218987908643,0.011047806041056768
14,14,0.3890909090909091,0.010322738986378713
15,15,0.37656739811912227,0.009746594674193155
16,16,0.365295961644846,0.009257918854910225
17,17,0.3552072448624173,0.008849818593345403
18,18,0.34601550899191547,0.00850634210555674
19,19,0.3376175548589342,0.008181706623233196
20,20,0.3298999850723988,0.007903553884655896
21,21,0.3227415218010829,0.007662933848801615
22,22,0.3161510154013902,0.007452258988590482
23,23,0.31008359456635315,0.007318243175403585
24,24,0.30442633228840127,0.007169044723836736
25,25,0.299180130214613,0.00705013786066676
26,26,0.29425287356321833,0.006931072908493462
27,27,0.2896551724137931,0.006848262793777588
28,28,0.2853313155334558,0.006751987185380761
29,29,0.2812539184952978,0.006674029533276074
30,30,0.2773384568712711,0.0066248345964044315
31,31,0.27356974921630095,0.006559121866598247
32,32,0.2699724517906336,0.006507313679415112
33,33,0.26656832011801584,0.00647738674670887
34,34,0.26334079713390063,0.006463337864736814
35,35,0.2602925809822362,0.006444104190760228
36,36,0.25735829873760907,0.006420060886866628
37,37,0.2545454545454545,0.006402582052807141
38,38,0.2518768587734105,0.006396082749009491
39,39,0.24929467084639495,0.006392962326665855
40,40,0.24683844330606317,0.0064333931305488555
41,41,0.24445439617853412,0.00642892204126713
42,42,0.24218123496391336,0.006425048067480999
43,43,0.23999715018523793,0.006421819236553905
44,44,0.2379240682688958,0.0064424710970299405
45,45,0.23594112034891648,0.006449929354313473
46,46,0.23400253451610753,0.006455598615059523
47,47,0.23214472309299897,0.006462309932060831
48,48,0.23033715053419485,0.0064681212236565285
49,49,0.22857680250783702,0.006474849117013807
50,50,0.22687319441883338,0.006480361642308609
51,51,0.2252230528092597,0.00648566214739979
52,52,0.22359969243508607,0.006487584266198158
53,53,0.22201323580633925,0.00649222416003616
54,54,0.22046166999145056,0.0064966953304618855
55,55,0.2189655172413793,0.006504971130231899
56,56,0.21751086179398335,0.006511478889103533
57,57,0.2161171765214571,0.006536179026139718
58,58,0.2147494819616386,0.006549736882459429
59,59,0.21343782654127477,0.006567751387974733
60,60,0.21216917621666065,0.006582569172266394
61,61,0.2109414500960663,0.006602037059761949
62,62,0.2097526994078718,0.006650697852072261
63,63,0.20859130094043887,0.006683256938943996
64,64,0.2074752833373523,0.006724107896030837
65,65,0.2063835850669706,0.006763720945327171
66,66,0.20530575960323771,0.006802151515540035
67,67,0.2042596348884381,0.0068394517748642854
68,68,0.203234746263232,0.0068793328990632485
69,69,0.20223914017017464,0.006916919134369135
70,70,0.20127157931917522,0.006957005478469277
71,71,0.20032218739115293,0.006995978313011091
72,72,0.1993988062008846,0.007038047743101061
73,73,0.19850038125900196,0.007075045460123381
74,74,0.1976259143155695,0.007111056571358455
75,75,0.1967579607325524,0.007150626401454725
76,76,0.1959125513984448,0.007178751479781161
77,77,0.19508078128767786,0.00722257453758251
78,78,0.19427006864806953,0.007243160011302725
79,79,0.1934796238244514,0.0072724623210879144
80,80,0.192708696156972,0.007295986549064639
81,81,0.1919565716033336,0.007323766685831168
82,82,0.19122257053291536,0.0073456220715031415
83,83,0.1904985818778922,0.007366638352035337
84,84,0.1897842522588973,0.007394221134052079
85,85,0.18908653495662314,0.007419099919392432
86,86,0.18840485713256222,0.00744340677863302
87,87,0.18773867198632088,0.0074671612092545026
88,88,0.18708745729280404,0.00749513874064898
89,89,0.18645071403692096,0.007528394758729767
90,90,0.18582796513831,0.007542359468976236
91,91,0.185218754259234,0.007574682409684837
92,92,0.18462938618667205,0.007605008716564065
93,93,0.18404588808110453,0.007634689782871392
94,94,0.18348787328823626,0.007679023639264166
95,95,0.18293495297805643,0.0077163097721601815
96,96,0.18239343308664321,0.0077593711224047245
97,97,0.18186296462158533,0.007788838267599907
98,98,0.18134954561286848,0.007835069308869777
99,99,0.18084639498432606,0.007880699249210728
100,100,0.18034700021726316,0.007925745943105791
101,101,0.17985739750445634,0.00797022654486219
102,102,0.17937730164044188,0.008014157542600488
103,103,0.17890643838919704,0.008057554790282735
104,104,0.17844454396178536,0.008106404578364331
105,105,0.17799136452357014,0.008134010065952173
106,106,0.17755251516128087,0.008172239782562936
107,107,0.1771101822825961,0.008224821950432455
108,108,0.17667596560352017,0.008261824109775285
109,109,0.17624394414363068,0.00829815350258461
110,110,0.1758197068541896,0.008333828311739717
111,111,0.17540304523063147,0.008368866070731333
112,112,0.17499930646100925,0.008407084582238274
113,113,0.17460265082769622,0.008444632593543343
114,114,0.17421289355322342,0.008481527595956148
115,115,0.17382985623175876,0.008504197487931475
116,116,0.1734533665568149,0.00853980491359311
117,117,0.17308325806280217,0.00857480882356556
118,118,0.172714101314507,0.008609224432530073
119,119,0.17236154649947757,0.008650215494000007
120,120,0.17202000051814817,0.008694073998745565
121,121,0.1716891926614934,0.008749402658642252
122,122,0.1713637637943778,0.008795387678327079
123,123,0.17103852765699262,0.008840631004146017
124,124,0.1707235109717869,0.008888586441169584
125,125,0.17040851868438078,0.008926754174637345
126,126,0.1700984869054378,0.008973118158197627
127,127,0.16979329937304075,0.009018757704514775
128,128,0.16949284343029333,0.009063689660966547
129,129,0.16919700988666508,0.009107930356549818
130,130,0.16890569288568763,0.009151495621666185
131,131,0.16860929039612427,0.009194400807008044
132,132,0.16831734508685509,0.009236660801592888
133,133,0.16802975717026158,0.009287976498768771
134,134,0.16774642981539534,0.009329066010867458
135,135,0.16746726903927717,0.009369551265435278
136,136,0.167187607258083,0.009419359551120832
137,137,0.16691199854618147,0.009458749273050307
138,138,0.16664035542725697,0.009497572236390878
139,139,0.16637259292431708,0.009535840585969436
140,140,0.16610418195157742,0.009583768589833818
141,141,0.16583955141507353,0.009621032344290532
142,142,0.16557862200495432,0.00966811555004194
143,143,0.16532131661442007,0.00970441545780545
144,144,0.16507188412063564,0.009743188290503172
145,145,0.16482586851032766,0.009781429988506415
146,146,0.16458320005118035,0.009819151391298724
147,147,0.1643395746844023,0.009856363045404644
148,148,0.16409501167659002,0.00989307521422056
149,149,0.16385370950888195,0.009929297887452263
150,150,0.1636156033963753,0.009965040790177586
151,151,0.16338063025903318,0.010000313391551252
152,152,0.1631364353473887,0.010035124913168415
153,153,0.1628831983063958,0.010072284167822939
154,154,0.16261704924663772,0.010111745715520572
155,155,0.16235833132384855,0.010156229216850155
156,156,0.16210690254178065,0.010201645339910127
157,157,0.1618467521130114,0.010249215524266747
158,158,0.16158593087675716,0.010287427536910634
159,159,0.16132053291536053,0.010341787614765898
160,160,0.16105843182304955,0.010412483364085852
161,161,0.16079569642788036,0.010473546911555666
162,162,0.1605284920283863,0.01053386121304425
163,163,0.16025307745240464,0.01059869819294139
164,164,0.1599848009879358,0.01066797562073056
165,165,0.15971220304415154,0.010741613247353477
166,166,0.1594240985114411,0.010819532745884977
167,167,0.15914315569487986,0.01090422416582068
168,168,0.1588655376453785,0.01099301597050259
169,169,0.1586022496773004,0.01109625340335713
170,170,0.15832004253056886,0.011184713681629672
171,171,0.15804476197419262,0.011278540512759581
172,172,0.15775816768441844,0.011386965327269356
173,173,0.1574712643678161,0.011497099540904367
174,174,0.15720197044334977,0.011602832313103512
175,175,0.15693929894556857,0.011699934788936227
176,176,0.1566795954873103,0.011834071668386372
177,177,0.15642633228840128,0.011958014863865309
178,178,0.15616889371464598,0.012084325077727978
179,179,0.1559177986764194,0.012246145341003607
180,180,0.15567640589549525,0.01238590900431251
181,181,0.15544800027558653,0.01249684785701475
182,182,0.15522894290559638,0.012646189753106224
183,183,0.15502248875562222,0.012782103771795762
184,184,0.15482165551131072,0.01293961394096381
185,185,0.15463646475882292,0.013102579798275685
186,186,0.15445996010259333,0.013270710985531804
187,187,0.15430534249316347,0.013463943315896173
188,188,0.15414572655951966,0.013637030626845327
189,189,0.15399439036462634,0.01381681258333867
190,190,0.15385448636938076,0.014006162823317656
191,191,0.15372583594566355,0.01420270938616748
192,192,0.1536147611545146,0.014407357733758444
193,193,0.15353068545389914,0.014624421922389042
194,194,0.15345711759504865,0.014841202075218522
195,195,0.15339709551532216,0.015055206700982699
196,196,0.15335677800232328,0.015271787009404847
197,197,0.1533263671194706,0.015473930730682818
198,198,0.1533025629715978,0.015718287888532904
199,199,0.15327899686520377,0.015966618882406095
200,200,0.15326502284814175,0.016243113130562006
201,201,0.15325739470498778,0.016465304341208454
202,202,0.15324057630835278,0.016683163232136877
203,203,0.15319626283115126,0.016905418444221474
204,204,0.15311568162703573,0.017100521631617776
205,205,0.15299631737529296,0.01726572182682707
206,206,0.1528569048808929,0.017407714777357353
207,207,0.15270677598263807,0.017541037469096125
208,208,0.15254008489448187,0.017657781069853246
209,209,0.1523570682191372,0.017780974905161923
210,210,0.15216390081564132,0.01787049570977934
211,211,0.1519755131010824,0.017945119280333464
212,212,0.15178300734395928,0.018009997010963175
213,213,0.15157765212550905,0.018058358276755587
214,214,0.15138878763578045,0.018102310637733734
215,215,0.15121618483687452,0.0181745978622896
216,216,0.1510393944209295,0.018205574505377766
217,217,0.15085847401570276,0.018229394336160405
218,218,0.15069638281730868,0.018245233379286303
219,219,0.15054146480478772,0.01825706444739455
220,220,0.15039645952424857,0.01823268334388428
221,221,0.15026123301985372,0.01823884371436218
222,222,0.15012721930922027,0.018237314825880816
223,223,0.14999720107478728,0.018231999623888197
224,224,0.14987391152908394,0.018225735078109602
225,225,0.14974893888534416,0.018215759634490635
226,226,0.1496471628022593,0.018203997207988397
227,227,0.14955177913435627,0.018190471311535568
228,228,0.1494627041382048,0.01817520504735857
229,229,0.1493825814365545,0.018160071533304845
230,230,0.14929772421935433,0.01813769941761106
231,231,0.14921089611933844,0.018136194567404656
232,232,0.14913019494934548,0.01808439833079629
233,233,0.14905018353294214,0.018055361281523997
234,234,0.14896818515307142,0.018021138215627553
235,235,0.14888688167472502,0.017985401802824548
236,236,0.14881155509702,0.017949966963125365
237,237,0.14873686151576618,0.017914829895188365
238,238,0.1486680395063024,0.01788082938533413
239,239,0.1486024033437827,0.017847112213062028
240,240,0.1485373118797071,0.017811908892834738
241,241,0.1484805305836939,0.017753096695754568
242,242,0.1484267967026588,0.01771677038171905
243,243,0.14837607276838483,0.017675515944739366
244,244,0.14832320388970635,0.0176328634288419
245,245,0.14827586206896556,0.017590557681366373
246,246,0.14822890358280558,0.017546873688085725
247,247,0.14818737991707961,0.01750354198507346
248,248,0.1481537435006484,0.017460558327868535
249,249,0.14812789968652038,0.01741791853992124
250,250,0.14810475964480638,0.017375618511240466
251,251,0.1480892670547843,0.01733365419707302
252,252,0.14807637503562268,0.01729202161661442
253,253,0.14806852121541234,0.017250716851749972
254,254,0.14806318765750817,0.017209736045825638
255,255,0.14805544670846396,0.017167415096944413
256,256,0.14804776600026837,0.01712542349396887
257,257,0.1480425749070497,0.01708375740729547
258,258,0.14804226528364461,0.017042413066465104
259,259,0.14804436942367977,0.01700138675902573
260,260,0.14804885958274783,0.01696067482942116
261,261,0.1480557084400201,0.016920273677905166
262,262,0.14806488909019394,0.016880179759480543
263,263,0.14807400018998768,0.016838779589646954
264,264,0.14808540841071746,0.016797691873925328
265,265,0.14810380182431,0.016756913088397093
266,266,0.14812440562149978,0.01671643976193649
267,267,0.14814485565900903,0.016674682511759863
268,268,0.14816515365162977,0.016631655656719056
269,269,0.14818530128874957,0.01661125717022146
270,270,0.1482076137375794,0.01656880659771468
271,271,0.14823206712151946,0.01652666816177045
272,272,0.14825863791381033,0.016484838432316653
273,273,0.14828959110358558,0.016441760759275878
274,274,0.14832715873468225,0.01639899637840267
275,275,0.14836672572804507,0.016356541884347382
276,276,0.14840827042993107,0.01631439392093509
277,277,0.14845402674725425,0.016272549180281166
278,278,0.1484994550623027,0.016231004401925826
279,279,0.14855351545006715,0.01618975637198732
280,280,0.14860942223808835,0.016148801922333075
281,281,0.14866493252406682,0.016108137929768573
282,282,0.14872226591490637,0.016067761315243394
283,283,0.1487791955494724,0.016027669043074025
284,284,0.14883792553484027,0.015987858120183045
285,285,0.14889624482100974,0.015948325595354234
286,286,0.1489563422279991,0.01590906855850332
287,287,0.14901819923371648,0.01587008413996388
288,288,0.14907745875410833,0.015819493731700676
289,289,0.14913847151659282,0.015779600243274655
290,290,0.14919906494737636,0.01573998093689967
291,291,0.14926353759608368,0.01570063299563684
292,292,0.14932757015845166,0.015661553641003786
293,293,0.1493911671251573,0.015622740132320624
294,294,0.14945645821157222,0.015584189766069213
295,295,0.14952130814199782,0.015545899875265442
296,296,0.14958572137255527,0.015507867828844191
297,297,0.1496475984094591,0.015488011532612053
298,298,0.1497111584068106,0.015447599346930817
299,299,0.14977638453500525,0.015434859082914058
300,300,0.14984534310917635,0.015394877177889503
301,301,0.14991384500404825,0.015355160053692928
302,302,0.14998189474119827,0.015315705088731967
303,303,0.15004949678270915,0.015276509695908913
304,304,0.15011665553214454,0.015237571322055186
305,305,0.15018542422193537,0.015198887447376979
