,iteration,error,fairness_violation
0,0,0.5116598079561042,0.0026266764904966417
1,1,0.5274348422496571,0.0039245402068195665
2,2,0.5137174211248285,0.0010961956619404366
3,3,0.5060013717421125,0.0012077620237089758
4,4,0.5085048010973937,0.000746092157028624
5,5,0.5054869684499315,0.0026936462582589048
6,6,0.5010777973740937,0.002878690247281551
7,7,0.4970850480109739,0.004284220507338875
8,8,0.49893308946806897,0.0032358959375090833
9,9,0.4996570644718793,0.0004336861525928258
10,10,0.49819179448809087,0.002727177732119578
11,11,0.49805669867398267,0.002367526105558212
12,12,0.4967816819668672,0.0010295306132914993
13,13,0.4948559670781893,0.0011645117850304127
14,14,0.49593049839963416,0.0003925538563524424
15,15,0.49819958847736623,0.0012674762341186448
16,16,0.49681271685628986,0.0032602219100302267
17,17,0.4954656302392928,0.0005319022666468755
18,18,0.4959930690924843,2.5012728858048972e-05
19,19,0.4955418381344307,0.00036948208519534456
20,20,0.4961133973479653,0.0007299889144373188
21,21,0.4976618032173588,0.0010803583293420365
22,22,0.4980318482733942,5.846897745441681e-05
23,23,0.4978566529492455,0.002937849831864408
24,24,0.4990672153635117,0.000614947795927915
25,25,0.5001846575920651,0.0015760980503015094
26,26,0.49928872631204596,0.00023272804075601797
27,27,0.49882422104644325,0.0014218472375631586
28,28,0.49858095643536254,0.0013215098799059287
29,29,0.49977137631458624,0.0011896418495156997
30,30,0.5003761228372937,0.0016215116370067676
31,31,0.5006644375857339,0.00014425630412340858
32,32,0.5003117595710188,0.0016165512778088407
33,33,0.5003429355281207,0.002177687198697562
34,34,0.5008818342151676,0.00015494496059484047
35,35,0.5010859625057156,0.00199914076145688
36,36,0.501186371556742,0.001521036913780489
37,37,0.5009746588693957,0.001936759462346012
38,38,0.5014069149871618,0.0022471830214084456
39,39,0.5012688614540467,0.002776600947716774
40,40,0.5009702566161464,0.0029088021233194153
41,41,0.501045136847606,0.0013452491921751414
42,42,0.5009251284014419,0.0008336608298508729
43,43,0.5006546950991396,0.0022670685875865945
